153	-11.667
154	0.000
155	-23.889
156	-5.000
157	-17.222
158	0.000
159	-13.333
160	-17.222
161	-10.556
162	-23.889
163	-16.667
164	-10.000
165	-1.667
166	-4.444
167	-14.445
168	-19.445
169	-6.111
170	-13.333
171	3.333
172	-3.889
173	2.778
174	-18.333
175	27.778
176	-7.778
177	-12.778
178	-17.778
179	-10.000
180	-1.111
181	-13.333
182	-17.778
183	-4.444
184	16.667
185	6.111
186	-21.667
187	-21.667
188	-8.333
189	-6.111
190	-6.667
191	14.445
192	12.778
193	-21.111
194	-16.667
195	-14.445
196	0.000
197	-1.111
198	-3.333
199	-1.667
200	10.000
201	12.222
202	-9.445
203	-2.222
204	5.556
205	-16.111
206	-0.556
207	-13.333
208	-6.667
209	5.556
210	6.667
211	8.889
212	-8.333
213	-23.889
214	2.778
215	-21.667
216	-5.556
217	-6.111
218	-1.667
219	9.445
220	-20.000
221	-7.778
222	-15.556
223	-5.000
224	-18.889
225	-23.889
226	3.333
227	-14.445
228	-11.111
229	-13.333
230	5.556
231	-17.222
232	4.444
233	-5.000
234	-15.000
235	-6.667
236	4.444
237	1.667
238	-11.111
239	0.000
240	-1.111
241	-18.333
242	-12.778
243	-23.333
244	-7.778
245	-16.111
246	-8.889
247	-13.889
248	3.889
249	-12.778
250	-20.556
251	-23.889
252	-21.111
253	3.333
254	-21.111
255	-7.778
256	1.667
257	2.222
258	-20.000
259	-9.445
260	-7.778
261	-8.333
262	-7.778
263	-28.334
264	-15.556
265	-48.334
266	4.444
267	-8.889
268	-15.000
269	-9.445
270	-5.556
271	15.000
272	-17.778
273	-10.556
274	-23.889
275	-26.111
276	-17.778
277	-8.889
278	-22.222
279	-15.000
280	-6.111
281	-29.445
282	-3.333
283	2.222
284	-22.222
285	-13.333
286	-3.333
287	-17.222
288	-22.222
289	-15.556
290	-22.222
291	-18.333
292	-18.333
293	-12.222
294	-16.111
295	-21.667
296	-2.222
297	-20.556
298	-13.333
299	-4.444
300	-28.334
301	-34.445
302	-42.223
303	-41.111
304	-11.111
305	-11.667
306	-21.667
307	-20.000
308	-48.334
309	-30.556
310	-5.000
311	-25.000
312	-13.889
313	-17.778
314	-27.222
315	-38.334
316	-52.223
317	-14.445
318	-42.778
319	-28.334
320	-7.222
321	-18.333
322	-30.000
323	-21.111
324	-9.445
325	-23.333
326	-19.445
327	-12.222
328	-16.111
329	-27.778
330	1.111
331	-23.889
332	-39.445
333	-26.667
334	-22.778
335	-37.778
336	-23.889
337	-20.000
338	-29.445
339	-21.111
340	-36.111
341	-35.000
342	-18.889
343	-31.111
344	-16.667
345	-5.000
346	-34.445
347	-6.111
348	-51.667
349	-32.222
350	-43.889
351	-30.556
352	-5.000
353	-39.445
354	-22.222
355	-40.000
356	-32.778
357	-11.667
358	-53.334
359	-19.445
360	-46.111
361	-32.778
362	-21.111
363	-24.445
364	-45.000
365	-55.556
366	-32.778
367	-17.778
368	-54.445
369	-40.000
370	-45.556
371	-33.334
372	-65.556
373	-42.778
374	-48.334
375	-58.889
376	-52.778
377	-77.778
378	-80.001
379	-109.445
380	-119.445
381	-147.223
382	-187.779
383	-195.001
384	-274.446
385	-444.447
386	-597.782
387	-705.005
388	-862.228
389	-1164.452
390	-1472.788
391	-1871.679
392	-1964.458
393	-1617.233
394	-1557.233
395	-2388.905
396	-2559.462
397	-1965.569
398	-2833.353
399	-3523.357
400	-3729.470
401	-3719.470
402	-3918.915
403	-3807.804
404	-3763.359
405	-3647.803
406	-3586.691
407	-3582.247
408	-3561.691
409	-3585.580
410	-3411.690
411	-3266.689
412	-3327.245
413	-3352.801
414	-3182.244
415	-3083.910
416	-3045.021
417	-3005.576
418	-2928.353
419	-2739.463
420	-2710.018
421	-2806.686
422	-2635.573
423	-2606.684
424	-2505.017
425	-2520.573
426	-2470.572
427	-2507.795
428	-2417.239
429	-2440.572
430	-2268.904
431	-2161.126
432	-2677.796
433	-2900.020
434	-3122.799
435	-3521.135
436	-3816.693
437	-4302.251
438	-4985.589
439	-5871.706
440	-7800.053
441	-9481.175
442	-10287.292
443	-9798.955
444	-9459.509
445	-9591.974
446	-8653.392
447	-6559.278
448	-5196.306
449	-4975.113
450	-4675.357
451	-4555.918
452	-4390.061
453	-4172.536
454	-4018.707
455	-4000.183
456	-4116.807
457	-4405.147
458	-4544.459
459	-4653.289
460	-4584.662
461	-4377.680
462	-4293.293
463	-4192.217
464	-4234.343
465	-4706.975
466	-5525.919
467	-6203.544
468	-5916.291
469	-5226.346
470	-4451.074
471	-3726.837
472	-3320.459
473	-3254.668
474	-3106.652
475	-3160.084
476	-3137.350
477	-3229.453
478	-3707.967
479	-4147.430
480	-4143.892
481	-3880.637
482	-3250.932
483	-2625.771
484	-2325.985
485	-2119.718
486	-2050.698
487	-1915.230
488	-1949.173
489	-1998.076
490	-2025.933
491	-2096.745
492	-1943.903
493	-1876.486
494	-1916.580
495	-1955.550
496	-1942.185
497	-1739.782
498	-1859.924
499	-1871.595
500	-1773.793
501	-1725.093
502	-1754.886
503	-1733.311
504	-1738.574
505	-1746.461
506	-1755.050
507	-1744.021
508	-1808.662
509	-1744.166
510	-1692.431
511	-1532.404
512	-1654.618
513	-1543.769
514	-1545.956
515	-1545.279
516	-1519.328
517	-1407.813
518	-1289.068
519	-1369.713
520	-1395.701
521	-1378.898
522	-1384.125
523	-1405.086
524	-1352.416
525	-1315.383
526	-1389.714
527	-1226.760
528	-1336.805
529	-1394.036
530	-1284.998
531	-1397.937
532	-1429.973
533	-1369.802
534	-1237.939
535	-1248.067
536	-1311.453
537	-1262.483
538	-1244.032
539	-1309.768
540	-1179.507
541	-1268.254
542	-1206.879
543	-1228.991
544	-1199.241
545	-1226.354
546	-1156.748
547	-1178.385
548	-1091.037
549	-1156.205
550	-1141.009
551	-1162.310
552	-1157.619
553	-1164.914
554	-1063.260
555	-1153.639
556	-1058.341
557	-1077.653
558	-1116.697
559	-1084.239
560	-983.736
561	-1023.859
562	-974.614
563	-977.727
564	-987.792
565	-973.927
566	-1031.983
567	-940.616
568	-1051.319
569	-933.433
570	-950.865
571	-936.967
572	-960.560
573	-933.588
574	-1022.253
575	-1026.233
576	-1117.799
577	-1171.160
578	-1207.592
579	-1137.125
580	-1224.519
581	-1335.294
582	-1430.111
583	-1706.985
584	-1864.373
585	-1947.456
586	-1737.460
587	-1667.231
588	-1414.287
589	-1234.025
590	-1092.665
591	-1091.504
592	-1094.707
593	-1230.790
594	-1287.637
595	-1420.787
596	-1327.860
597	-1371.016
598	-1268.630
599	-1204.351
600	-1003.942
601	-910.473
602	-760.928
603	-695.999
604	-644.385
605	-612.634
606	-526.203
607	-518.299
608	-529.555
609	-532.900
610	-546.510
611	-530.635
612	-561.799
613	-491.241
614	-554.412
615	-529.808
616	-531.509
617	-565.917
618	-511.135
619	-464.216
620	-530.031
621	-525.329
622	-463.150
623	-463.835
