153	-6.000
154	-10.000
155	-1.556
156	-2.222
157	-8.445
158	22.445
159	31.556
160	7.111
161	44.445
162	6.444
163	30.889
164	-6.000
165	28.445
166	7.333
167	33.778
168	6.222
169	25.111
170	9.333
171	33.556
172	27.334
173	35.111
174	16.445
175	39.778
176	6.667
177	-10.667
178	-22.889
179	-5.556
180	1.556
181	-9.111
182	-2.667
183	-5.778
184	-6.889
185	-0.667
186	-4.889
187	-12.000
188	4.444
189	0.889
190	4.222
191	3.556
192	13.111
193	3.556
194	-6.000
195	6.222
196	4.222
197	10.222
198	7.333
199	-11.556
200	-11.556
201	-12.667
202	-9.778
203	-8.000
204	-11.556
205	-18.000
206	-4.667
207	-4.667
208	36.000
209	27.778
210	39.556
211	8.889
212	32.667
213	6.000
214	30.667
215	15.111
216	27.556
217	-6.444
218	-7.333
219	-3.111
220	-14.445
221	-5.778
222	-6.000
223	-10.000
224	4.444
225	3.333
226	5.778
227	-8.000
228	1.111
229	-7.333
230	0.889
231	-9.111
232	-17.111
233	-16.445
234	-13.333
235	-11.778
236	-3.333
237	-6.667
238	18.000
239	35.111
240	6.000
241	35.334
242	16.667
243	42.889
244	-19.333
245	-11.778
246	-10.000
247	-10.445
248	-18.000
249	-2.222
250	-6.667
251	2.667
252	8.222
253	-6.444
254	0.889
255	7.111
256	-11.556
257	-12.667
258	-15.333
259	-4.000
260	-8.000
261	-10.000
262	26.222
263	6.444
264	28.445
265	14.000
266	29.556
267	-12.222
268	-11.333
269	-8.222
270	-5.333
271	-12.889
272	2.000
273	-0.667
274	-0.222
275	4.444
276	5.556
277	5.778
278	-8.889
279	-12.667
280	-13.556
281	-12.667
282	14.445
283	38.222
284	7.333
285	22.445
286	-4.222
287	-8.222
288	-5.778
289	-8.445
290	-7.556
291	21.333
292	9.333
293	4.444
294	0.444
295	-10.889
296	-4.667
297	-7.333
298	-7.111
299	-12.445
300	25.334
301	20.445
302	29.111
303	10.445
304	0.222
305	-15.111
306	-12.445
307	-9.333
308	0.889
309	-5.556
310	2.667
311	0.000
312	-7.778
313	-12.667
314	-16.667
315	-16.000
316	9.333
317	29.556
318	8.667
319	24.445
320	-6.667
321	-12.222
322	-13.778
323	-11.333
324	0.222
325	0.889
326	-0.444
